6_104	Mozaik dan lainnya tidak semata-mata ditentukan oleh sosok Syahril.	Mo-za-ik dan lainnya tidak semata-mata ditentukan olEh sosok Syah-ril.
6_105	Muchsin mengatakan harga ini akan ditinjau setiap bulan.	Muh-sin mengatakan harga ini akan ditinjau setiap bulan.
6_106	Mudah-mudahan masalah ini tidak masuk ke ILO.	Mudah-mudahan masalah ini tidak masuk ke I-EL-O.
6_107	Mufti Fajar muntah dan mencret.	Muf-ti Fa-jar muntah dan mEncrEt.
6_108	Mugabe dapat saja mengklaim kemenangan dalam pemilihan presiden di Zimbabwe.	Mu-ga-bE dapat saja mengklaim kemenangan dalam pemilihan prEsidEn di Zim-bab-wE.
6_109	Muhaimin Iskandar seusai bertemu Presiden Abdurrahman Wahid di Istana Merdeka.	Mu-hai-min Iskandar seusai bertemu prEsidEn Ab-dur-rah-man Wahid di Istana MerdEka.
6_110	Muhammad Jam dan Muhammad Khirom mulai ada kekhawatiran terhadap Mujab Fahmi.	Muhammad Jam dan Muhammad Khi-rom mulai ada kekhawatiran terhadap Mujab Fahmi.
6_111	Muhammad Nurlif diadili sesuai fakta hukum.	Muhammad Nur-lif diadili sesuai fakta hukum.
6_112	Muhammad Taufiq Abda dapat dipercaya sesuai namanya.	Muhammad Tau-fiq Ab-da dapat dipercaya sesuai namanya.
6_113	Muhammad Yus bekerja sesuai dokumen tender.	Muhammad Yus bekerja sesuai dokumEn tEnder.
6_114	Mulai dari perbatasan Kanada sampai Florida.	Mulai dari perbatasan Kanada sampai Florida.
6_115	Mulai Jumat sepupu Eric akan menginap.	Mulai Jumat sepupu Erik akan menginap.
6_116	Mulai Rabu sepuluh anggota akan datang.	Mulai Rabu sepuluh anggota akan datang.
6_117	Mulai Senin pagi, urusan administrasi sesuai kontrak.	Mulai Senin pagi, urusan administrasi sesuai kontrak.
6_118	Mungkin ada oknum Bea Cukai yang terlibat.	Mungkin ada oknum BEa Cukai yang terlibat.
6_119	Mungkin Danyon mulai melenceng.	Mungkin Danyon mulai melEncEng.
6_120	Mungkin saja, proses mandeg sampai di DPR.	Mungkin saja, prosEs mandeg sampai di DE-PE-ER.
6_121	Mungkin sedikit syukuran.	Mungkin sedikit syukuran.
6_122	Mungkin tarif tolnya turun.	Mungkin tarif tolnya turun.
6_123	Mungkinkah kelar minggu ini?	Mungkinkah kelar minggu ini?
6_124	Mungkinkah rampung minggu ini?	Mungkinkah rampung minggu ini?
6_125	Mungkinkah selesai minggu ini?	Mungkinkah selesai minggu ini?
6_126	Murid Madrasah Tsanawiyah tewas.	Murid Madrasah Tsanawiyah tEwas.
6_127	Musibah Gunung Slamet jenazah Iis ditemukan.	Musibah Gunung Slamet, jenazah Iis ditemukan.
6_128	Najib Nawir, Mursyid Amal, dan Mullah Fazil mengikuti Musyawarah Nasional Teknik.	Na-jib Na-wir, Mur-syid Amal, dan Mul-lah Fa-zil mengikuti Musyawarah Na-si-o-nal tEknik.
6_129	Nama anda siapa?	Nama anda siapa?
6_130	Nama bayi itu Mustofa Ali.	Nama bayi itu Mus-to-fa Ali.
6_131	Nama beken yang tercantum dalam keterangan Sekneg tadi.	Nama bekEn yang tercantum dalam keterangan SEk-nEg tadi.
6_132	Nama kamu siapa?	Nama kamu siapa?
6_133	Namamu siapa pelayan Owen yang baik?	Namamu siapa, pelayan Owen yang baik?
6_134	Namun detailnya untuk jangka pendek FPDIP untung.	Namun de-ta-ilnya untuk jangka pEndEk EF-PE-DE-I-PE untung.
6_135	Namun di lapangan Bintang Kejora dipakai sebagai wujud negara, ujarnya.	Namun di lapangan Bintang Kejora dipakai sebagai wujud negara, ujarnya.
6_136	Namun dia enggan menjelaskan siapa yang membuat konsep fatwa tersebut.	Namun dia enggan menjelaskan siapa yang membuat konsEp fatwa tersebut.
6_137	Namun Fariz sudah lama tidak bertemu Taufik, karena kesibukan masing-masing.	Namun Fariz sudah lama tidak bertemu Taufik, karena kesibukan masing-masing.
6_138	Namun isu ini dibantah Mayjen Nurfaizi karna membutuhkan survei lebih lanjut.	Namun isu ini dibantah MayjEn Nurfaizi karna membutuhkan survEi lebih lanjut.
6_139	Namun kali ini disela-sela suara setuju itu terdengar teriakan-teriakan, Hei.	Namun kali ini disela-sela suara setuju itu terdengar teriakan-teriakan, HEi!
6_140	Namun konvoi itu diarahkan aparat ke Gedung Negara Grahadi.	Namun konvoi itu diarahkan aparat ke Gedung Negara Gra-ha-di.
6_141	Namun Majelis Hakim tetap memerintahkan agar saksi Entoy tetap dipanggil.	Namun Majelis Hakim tetap memerintahkan agar saksi entoy tetap dipanggil.
6_142	Namun mekanisme untuk mengontrolnya tidak ada lagi.	Namun mEkanisme untuk mengontrolnya tidak ada lagi.
6_143	Namun Owen sempat berkelit karena senewen dan takut cucunya terluka.	Namun Owen sempat berkelit karena senEwen dan takut cucunya terluka.
6_144	Namun pabrik minyak gorengnya hanya memiliki dua lampu warna merah dan hijau.	Namun pabrik minyak gorEngnya hanya memiliki dua lampu warna mErah dan hijau.
6_145	Namun panggung terbuka di tepi danau tetap menunjukkan roh Wianta.	Namun panggung terbuka di tepi danau tetap menunjukkan roh Wi-yan-ta.
6_146	Namun Saleh tak memperinci fasilitas umum apa yang rusak.	Namun SalEh tak memperinci fasilitas umum apa yang rusak.
6_147	Namun sebagian lain menuntut butir kesepakatan itu ditulis blak-blakan.	Namun sebagian lain menuntut butir kesepakatan itu ditulis blak-bla-kan.
6_148	Namun selama babak penyisihan grup Zona Eropa malah mengacaukan.	Namun selama babak penyisihan grup Zona Eropa malah mengacaukan.
6_149	Namun Tarigan tidak memeriksa lebih lanjut sebab khawatir akan meledak.	Namun Ta-ri-gan tidak memeriksa lebih lanjut sebab khawatir akan meledak.
6_150	Namun, akhirnya Nur mengaku khilaf pada peringatan Maulid Nabi ini.	Namun, akhirnya Nur mengaku khilaf pada peringatan Maulid Nabi ini.
6_151	Namun, Alfred tidak beruntung pada kedua partai catur cepat itu.	Namun, AlfrEd tidak beruntung pada kedua partai catur cepat itu.
6_152	Namun, diduga, pertemuan Arafat-Powell digelar hari Minggu ini.	Namun, diduga, pertemuan A-ra-fat-Po-well digelar hari Minggu ini.
6_153	Namun, karena ada prasangka, akhirnya Pansus Buloggate pun dibentuk.	Namun, karena ada prasangka, akhirnya Pansus Bu-log-gE-it pun dibentuk.
6_154	Namun, lanjut dia, pailit tetap dijatuhkan.	Namun, lanjut dia, pailit tetap dijatuhkan.
6_155	Namun, Mahfud tidak menjelaskan secara detail hasil yang ia maksud.	Namun, Mah-fud tidak menjelaskan secara de-ta-il hasil yang ia maksud.
6_156	Namun, mereka tetap menanyakan uang tunai lainnya, plus AC, plus saldo giro.	Namun, MerEka tetap menanyakan uang tunai lainnya, plus A-SE, plus saldo giro.
6_157	Namun, mulai Maret hingga Mei pertemuan kerjasama dengan para rekanan akan normal.	Namun, mulai Maret hingga mEi pertemuan kerjasama dengan para rekanan akan normal.
6_158	Namun, pasangan Denmark tidak melayani dan selalu memperlambat tempo permainan.	Namun, pasangan DEnmark tidak melayani dan selalu memperlambat tEmpo permainan.
6_159	Namun, Pradjoto khawatir UUD yang terlampau rinci, juga akan membingungkan.	Namun, Pra-joto khawatir U-U-DE yang terlampau rinci, juga akan membingungkan.
6_160	Namun, Susilo enggak merinci persyaratan platform yang dia maksud itu.	Namun, Susilo engga merinci persyaratan plat-form yang dia maksud itu.
6_161	Namun, tampaknya Australia menempati ruang khusus di relung hati Tahija.	Namun, tampaknya Aus-tra-lia menempati ruang khusus di relung hati Ta-hi-ja.
6_162	Namun, Yusuf enggan menjelaskan identitas dua tahanan itu kepada Pers nasional.	Namun, Yusuf enggan menjelaskan idEntitas dua tahanan itu kepada PErs nasional.
6_163	Nano orangnya itu ramah, pinter ngomong dan mengutamakan persaingan sehat.	Nano orangnya itu ramah, pinter ngomong dan mengutamakan persaingan sEhat.
6_164	Nanti akan diresmikan penggunaannya kalau sudah selesai empat lantai.	Nanti akan diresmikan penggunaannya kalau sudah selesai empat lantai.
6_165	Nanti saya kasih tahu Egi Peralatan dari korps zeni.	Nanti saya kasih tahu Egi Peralatan dari korps zEni.
6_166	Nasib empat mantan juara yang gendut itu tidak jelas.	Nasib empat mantan juara yang gendut itu tidak jelas.
6_167	Nasib negara tidak hanya ditentukan oleh pihak eksekutif saja.	Nasib negara tidak hanya ditentukan olEh pihak EksEkutif saja.
6_168	Negara kita seperti negara koboi saja.	Negara kita seperti negara koboi saja.
6_169	Negara Maju Bereaksi Atas Penolakan AS ke Protokol Kyoto.	Negara Maju BerEaksi Atas Penolakan A-ES ke Protokol Ki-yo-to.
6_170	Ngapain ngurusin darurat militer atau sipil.	Ngapain ngurusin darurat militEr atau sipil.
6_171	Ngeri deh, satu pucuk wolter rakitan dan satu clurit disita.	Ngeri dEh, satu pucuk wolter rakitan dan satu clurit disita.
6_172	Ngeri lho sekujur tubuh Ngatiyem hangus, sehelai seprei menutup badannya.	Ngeri lho sekujur tubuh Ngatiyem hangus, sehElai seprEi menutup badannya.
6_173	Ngomongnya ke anak-anak juga benar.	Ngomongnya ke anak-anak juga benar.
6_174	Ngurah Santosa meramal nasib Ichwan, pegawai kontraktor yang tak terurus.	Ngurah Santosa meramal nasib Ikhwan, pegawai kontraktor yang tak terurus.
6_175	Nilai-nilai Orde Baru itu sasarannya tidak tepat ini tidak benar tapi tidak bisa dianggap remeh.	Nilai-nilai Orde Baru itu sasarannya tidak tepat, ini tidak benar, tapi tidak bisa dianggap rEmEh.
6_176	Nomer akses layanan audioconference adalah Sembilan nol lima dua lima tiga lima empat lima lima.	Nomer aksEs layanan audiokonferens adalah sembilan nol lima dua lima tiga lima empat lima lima.
6_177	Nomer konferensi itu apa?	Nomer konferEnsi itu apa?
6_178	Nomer konferensinya nol nol satu titik nol sembilan titik tiga puluh dua.	Nomer konferEnsinya nol nol satu titik nol sembilan titik tiga puluh dua.
6_179	Nomer moderator itu apa?	Nomer moderator itu apa?
6_180	Nomer moderatornya nol delapan tiga kosong tiga satu.	Nomer moderatornya nol delapan tiga kosong tiga satu.
6_181	Nomer partisipan itu apa, nomer partisipasi itu apa?	Nomer partisipan itu apa, nomer partisipasi itu apa?
6_182	Nomer partisipasi nol dua titik nol empat titik nol enam titik tiga ratus dua.	Nomer partisipasi nol dua titik nol empat titik nol enam titik tiga ratus dua.
6_183	Nomernya dua dua kosong satu empat tujuh lima lima satu lima kali.	Nomernya dua dua kosong satu empat tujuh lima lima satu lima kali.
6_184	Nomernya nol tiga tujuh titik, nol nol titik berapa ya?	Nomernya nol tiga tujuh titik, nol nol titik berapa ya?
6_185	Nomor telfon kantor pelayanan PT Elektrindo Nusantara berapa?	Nomor telfon kantor pelayanan PE-TE ElEktrindo Nusantara berapa?
